,user_id,question_id,mid,Overall DA Score,Content Adequacy,Conciseness,Fluency,sourcerer_id
9,fCVk8MAnGWNW6hkV00qY,1,3.0,75.0,4.0,5.0,5.0,34414313
1448,5o0BzOf8tB5Nmqq0PZhq,326,1.0,20.0,1.0,2.0,2.0,37563578
5666,XKxTwJuX0iQOZ6Ugv45R,342,3.0,4.0,0.0,0.0,0.0,29726499
73,22KvSGRRlOWYwqgbL4ix,338,2.0,50.0,3.0,5.0,5.0,15689227
487,P6bB6yYM2SN4SqvG4ov4,346,1.0,50.0,3.0,3.0,5.0,35235623
5370,d6jWXAjuKLkRL7J6ApKn,328,1.0,0.0,1.0,1.0,1.0,47473551
1271,eL4vT1YKMm5vlmcVWC1y,396,4.0,93.0,5.0,5.0,5.0,19518499
5123,mB2V9fWWVxtImO85m0Y9,206,1.0,85.0,4.0,4.0,5.0,41973947
5094,RCPPNzQVyDIptmB9cqkI,417,2.0,8.0,1.0,5.0,4.0,47469111
4781,f725lCiZsiPEeyVrBbLq,332,0.0,100.0,5.0,5.0,5.0,29937744
3946,GycJtshGCA9pHa1p5hmt,364,3.0,100.0,5.0,5.0,5.0,22625715
2146,8aeVM4TTAhmAI07Y3jDW,16,4.0,50.0,4.0,3.0,3.0,3449533
621,3J3rAMDmdaycnd5PwWgz,31,5.0,30.0,2.0,2.0,4.0,19375156
1365,lA4bTekYoZv3RdexYbJJ,289,2.0,24.0,3.0,4.0,3.0,22620262
525,3AjRjbOgsJTTH32rum8w,419,5.0,1.0,1.0,1.0,1.0,40943264
6268,kT24MIhszBzntO4n7mJt,93,3.0,7.0,4.0,3.0,2.0,22161368
2111,DvGBsy3rQhoGzYCYpOyW,340,5.0,5.0,0.0,0.0,0.0,22075763
2395,9cXBjGdLIeVfAxDPz15t,278,4.0,3.0,1.0,0.0,1.0,13278705
1712,6Oma5lQu71VLc6ATavJB,165,2.0,76.0,5.0,5.0,5.0,22672070
5739,z9g4k002jw6NYLQEydmy,303,4.0,85.0,4.0,3.0,5.0,46795031
1460,YvpO5sRN0Gowv42miDNX,326,1.0,5.0,2.0,2.0,2.0,37563578
4498,qXpZApZsDZvs6V1beoaB,305,3.0,0.0,1.0,5.0,1.0,47666770
151,2A3vufN4i9rjh7rWaFyh,441,4.0,15.0,1.0,1.0,2.0,29860123
3794,GN5GZV7FTWV9y68mfUyt,9,1.0,35.0,1.0,1.0,1.0,19373603
3388,sgJ5tLeI1zBoENXF5fiW,374,0.0,70.0,4.0,4.0,5.0,29859492
162,OVjmOs5xeX0M8mnIdieC,441,3.0,90.0,4.0,4.0,4.0,29860123
709,KaXv5PGnIV5OFof5Wfjj,67,3.0,21.0,3.0,5.0,5.0,37121212
1246,VfKeOxeB1P2UekF2QUeT,322,3.0,0.0,1.0,3.0,1.0,40936796
184,jvZX454cqEqzgMxuTPVr,186,0.0,86.0,5.0,5.0,4.0,19108671
52,0tXHezQSO4TJl4j9EJzX,69,4.0,23.0,4.0,5.0,3.0,27801178
896,VHOq72nCE0glOazhgD74,403,4.0,100.0,5.0,5.0,5.0,257638
2995,YysosahQfADdXTvCfgoc,349,3.0,60.0,4.0,4.0,4.0,22407835
605,3J3rAMDmdaycnd5PwWgz,29,1.0,70.0,3.0,3.0,4.0,18275565
2797,Zfu08dIuWInAu4nIUNDz,259,0.0,5.0,1.0,4.0,4.0,26162933
2276,8aeVM4TTAhmAI07Y3jDW,94,2.0,80.0,4.0,4.0,4.0,23857914
6276,xVDCVfcLkkJ9jWDiyz2P,271,5.0,11.0,1.0,3.0,3.0,38220853
5170,mDEmNahiITv9vuVny55d,254,0.0,5.0,0.0,0.0,0.0,29591904
3299,VCo3HFgiyVv5UMdQt4p3,268,5.0,10.0,1.0,1.0,4.0,50026225
3289,z9g4k002jw6NYLQEydmy,240,1.0,15.0,1.0,1.0,1.0,29727458
5659,hodFxC0Zh7z4CUT3x1Qq,407,2.0,10.0,1.0,2.0,1.0,40869615
3651,VMjLxkBWeElgl1eM31V5,309,2.0,55.0,0.0,0.0,0.0,51019481
5418,Z6NroubrUkexF0pG9cSt,164,1.0,100.0,5.0,5.0,5.0,18421814
2789,dPR5jrXz9wc8eW4j5orO,89,4.0,34.0,2.0,4.0,4.0,40943527
2049,7NR8OQqx1QQiCScJezce,379,3.0,2.0,1.0,1.0,3.0,3989480
1200,8aeVM4TTAhmAI07Y3jDW,57,5.0,20.0,3.0,3.0,3.0,5592621
3454,SqCuzmWiDzIcnutktu2D,422,2.0,51.0,3.0,4.0,1.0,27797092
1830,6meICs11BcPhaKH5KOYf,45,0.0,3.0,3.0,2.0,2.0,250715
1175,HRDMDd5ghnbfbykA0itv,38,4.0,36.0,2.0,2.5,0.0,3607936
5982,bmrBYCnNNuEsKhIMzikX,160,4.0,20.0,2.0,4.0,4.0,22622106
990,VMjLxkBWeElgl1eM31V5,444,1.0,80.0,4.0,4.0,4.0,10577914
2877,Dc3IPugkT5xFRKe1zL8P,7,2.0,82.0,5.0,3.0,4.0,27907911
2103,8IW1cbyIeOXirC9KOj1h,340,3.0,2.0,1.0,2.0,1.0,22075763
1419,Buwn3jCbHjCP3fdPfok4,280,2.0,54.0,3.0,3.0,3.0,44731438
5873,Yn00SUuBqT8dQE2HtuiS,384,2.0,1.0,1.0,1.0,1.0,48959189
1770,XFvy1ChD65gtfDauQ3eI,274,0.0,50.0,3.0,3.0,3.0,19470642
6333,z9g4k002jw6NYLQEydmy,432,3.0,95.0,5.0,5.0,5.0,50996805
1493,WdquHFgaoiwJi43Ms429,398,5.0,2.0,1.0,1.0,5.0,16777491
4533,N0Wt7dOOpR3GliGdo9XT,310,3.0,95.0,4.0,4.0,4.0,45704315
3744,XSg7MUuDXa7ZJKI4rkrO,439,5.0,63.0,0.0,0.0,0.0,1189938
3223,GycJtshGCA9pHa1p5hmt,210,0.0,100.0,4.0,5.0,5.0,10577588
2171,xBSB6CTU85gsWM3fu1Y5,35,5.0,15.0,2.0,3.0,4.0,46027524
4352,WQHc0FRbllerXiXsvmsW,430,2.0,0.0,1.0,2.0,3.0,6508952
6329,yTQXTibyjIv1EG1BBAaZ,432,5.0,17.0,1.0,2.0,2.0,50996805
4113,lCPTP0D9yPZNPSinOelY,179,0.0,68.0,4.0,5.0,5.0,43419160
5205,Zquktfz2TbNHikrJpUAd,19,5.0,0.0,0.0,0.0,0.0,37398873
5851,eZFzXOAO0rISvqH4zZzA,235,4.0,5.0,1.0,1.0,1.0,13512664
1121,4vFy2PQCPzpr3GaKtStL,323,2.0,39.0,2.0,3.0,3.0,46027956
1202,5H9dzlxzyknJGwzbarSV,90,1.0,82.0,4.0,4.0,4.0,19220500
3411,qXpZApZsDZvs6V1beoaB,424,5.0,13.0,1.0,5.0,3.0,21359392
1024,Llmz8QI1EeQ2ltuHIsuM,229,4.0,52.0,3.0,4.0,4.0,19372445
5624,sgJ5tLeI1zBoENXF5fiW,306,3.0,10.0,1.0,1.0,5.0,4503026
3290,z9g4k002jw6NYLQEydmy,240,2.0,20.0,1.0,1.0,1.0,29727458
6023,unLy4bVh7N8PYlTn4NHc,359,3.0,2.0,1.0,1.0,1.0,39233254
6232,o2h5mkAjOmNY1RAgxGtV,26,3.0,9.0,1.0,2.0,4.0,19283007
877,yTQXTibyjIv1EG1BBAaZ,369,3.0,39.0,2.0,3.0,3.0,29856529
3591,lA4bTekYoZv3RdexYbJJ,221,2.0,27.0,5.0,2.0,3.0,26499750
2868,RCPPNzQVyDIptmB9cqkI,347,5.0,37.0,2.0,1.0,1.0,22620879
3420,GycJtshGCA9pHa1p5hmt,208,2.0,100.0,0.0,0.0,0.0,31932111
4943,R9s1kZ3Ad0wkXysyKWIu,269,5.0,2.0,1.0,1.0,1.0,44730585
41,0bycblEY2OvdkiHFMALu,32,5.0,38.0,1.0,1.0,1.0,21098918
5234,STuci5eqOjPxAphQPwHd,55,4.0,68.0,4.0,4.0,4.0,1782301
911,Buwn3jCbHjCP3fdPfok4,435,3.0,80.0,4.0,4.0,4.0,44821071
892,VHOq72nCE0glOazhgD74,403,0.0,20.0,1.0,1.0,5.0,257638
5753,vED1eKENkemCbW5c6DWQ,163,2.0,100.0,2.0,2.0,2.0,22407006
5687,wsOTwqJfwvbj9rmKVjdp,355,0.0,100.0,5.0,5.0,5.0,46865229
1520,gmpfD6LaFAjM2cScyazH,0,1.0,0.0,1.0,3.0,3.0,35552046
3934,VL0eu9iS1J787bjluUut,262,3.0,90.0,5.0,4.0,5.0,35971807
3626,TdNqf3txQpuOZOCFm7qD,294,1.0,2.0,0.0,0.0,0.0,33010677
5210,bRSSJtuVhnuhG2Z7EnWz,19,4.0,51.0,3.0,4.0,2.0,37398873
5951,aSYgVGUp3jpTQ7g2sOJk,62,2.0,60.0,3.0,3.0,3.0,257278
3428,msNRLXUPiFScVUCZAgJm,208,5.0,14.0,1.0,5.0,5.0,31932111
587,3J3rAMDmdaycnd5PwWgz,23,1.0,70.0,3.0,3.0,4.0,23285855
1261,XFvy1ChD65gtfDauQ3eI,396,0.0,100.0,5.0,4.0,5.0,19518499
213,I5Uefymq7ArJRht2oIgR,207,0.0,81.0,4.0,4.0,4.0,22407601
712,PAdexIEu1dK4KU73pzhM,47,0.0,1.0,1.0,1.0,1.0,4453618
5916,YysosahQfADdXTvCfgoc,425,3.0,57.0,3.0,3.0,3.0,47664222
4899,Qyp9meIsI0DfREC0v7wV,299,3.0,27.0,2.0,2.0,2.0,29854670
1748,xO8hpTrET6cmtyh2yJwI,253,2.0,4.0,1.0,2.0,1.0,34609490
5186,ruVJVEEGNraoVbEqkt4P,400,4.0,85.0,5.0,4.0,5.0,42954609
2014,7NR8OQqx1QQiCScJezce,249,4.0,4.0,1.0,3.0,5.0,19979341
2750,Zfu08dIuWInAu4nIUNDz,30,1.0,5.0,1.0,4.0,4.0,34427690
4721,OCbkp1LD2Saxg9lFykTJ,78,0.0,100.0,5.0,5.0,5.0,5439583
4859,cuQhqYgprMUVViT96DQm,348,4.0,80.0,4.0,5.0,3.0,27800983
1590,RTGqHBjTkY28r0TF7XZj,73,5.0,2.0,1.0,4.0,5.0,40443898
2229,jSxmcJB0CDvQJelMiQL5,53,3.0,100.0,5.0,4.0,5.0,49328152
361,2WDBrNfudzKioJhLy0kj,66,5.0,2.0,1.0,1.0,1.0,42192886
2769,wC1jyRbcrzooZv86gNG1,40,2.0,19.0,1.0,2.0,1.0,39456357
4023,N0Wt7dOOpR3GliGdo9XT,344,4.0,4.0,1.0,1.0,1.0,26493600
2125,8aeVM4TTAhmAI07Y3jDW,11,1.0,30.0,2.0,2.0,2.0,15539704
6246,vuPBmi2wvNIdPX1PfVJy,8,5.0,10.0,1.0,3.0,3.0,32773661
888,VCo3HFgiyVv5UMdQt4p3,403,2.0,80.0,5.0,5.0,5.0,257638
4646,NIdEjKpTFpn3E4bmalCr,429,3.0,74.0,4.0,3.0,3.0,8943743
3782,GFooD4GMY99VKX4TsybQ,43,1.0,54.0,0.0,3.0,4.0,13278849
1315,5aL69R4cGufXOgFdiwDZ,198,0.0,88.0,5.0,5.0,5.0,38184622
589,3J3rAMDmdaycnd5PwWgz,23,3.0,60.0,3.0,2.0,4.0,23285855
174,WQHc0FRbllerXiXsvmsW,180,4.0,57.0,4.0,4.0,4.0,16685308
5876,Yn00SUuBqT8dQE2HtuiS,384,5.0,3.0,1.0,1.0,1.0,48959189
94,2A3vufN4i9rjh7rWaFyh,177,5.0,30.0,1.0,1.0,5.0,35551047
5848,eZFzXOAO0rISvqH4zZzA,235,1.0,5.0,1.0,1.0,1.0,13512664
1160,yTQXTibyjIv1EG1BBAaZ,401,2.0,23.0,2.0,2.0,2.0,10578083
2159,8aeVM4TTAhmAI07Y3jDW,35,5.0,72.0,2.0,2.0,2.0,46027524
734,PAdexIEu1dK4KU73pzhM,74,4.0,25.0,3.0,3.0,3.0,33652901
3050,ENLTcnRq7pHxVGi6I80V,312,5.0,1.0,1.0,5.0,5.0,8435765
5907,fslyVjohF4u2pSiW3MhW,275,0.0,40.0,1.0,3.0,3.0,47670253
3004,zEuJqB0HHRxXpH8ibFol,349,0.0,15.0,1.0,3.0,3.0,22407835
3194,VCo3HFgiyVv5UMdQt4p3,192,1.0,31.0,2.0,2.0,3.0,36404888
1724,cleAq2ioAlfn0f46Mm1C,165,2.0,100.0,5.0,5.0,5.0,22672070
319,msNRLXUPiFScVUCZAgJm,386,3.0,67.0,3.0,3.0,3.0,45046749
2817,I5Uefymq7ArJRht2oIgR,277,2.0,12.0,1.0,3.0,3.0,40686862
4091,HRDMDd5ghnbfbykA0itv,61,2.0,40.0,2.0,4.0,4.0,18927746
4298,X0HP4r0PDXpyY5jTOX9B,388,0.0,80.0,4.0,4.0,4.0,48384507
5542,d9WrbtGR74qRLmJQdEvs,76,5.0,0.0,1.0,3.0,5.0,15690668
5858,Zfu08dIuWInAu4nIUNDz,302,5.0,5.0,1.0,1.0,1.0,8979615
1219,5K6WZP9bRHaNYytPegd8,166,0.0,4.0,2.0,1.0,1.0,15539952
3439,QTiIqEmMuWtCu6ustxKd,383,4.0,77.0,4.0,5.0,3.0,29740338
4436,VfKeOxeB1P2UekF2QUeT,427,1.0,30.0,5.0,5.0,5.0,43420223
1472,EborwT4TWEmbhWWsul97,385,1.0,25.0,2.0,4.0,4.0,26215310
6082,znNzgEmHdCmkSURBIugZ,409,2.0,1.0,0.0,0.0,0.0,7535196
5760,Zfu08dIuWInAu4nIUNDz,12,3.0,54.0,2.0,2.0,4.0,29852644
3527,xVDCVfcLkkJ9jWDiyz2P,440,4.0,68.0,5.0,3.0,5.0,23312490
4002,q0j378LGNXs0GiVN40jW,363,1.0,81.0,5.0,4.0,5.0,14466865
3750,Z6NroubrUkexF0pG9cSt,439,5.0,4.0,1.0,1.0,1.0,1189938
3419,GycJtshGCA9pHa1p5hmt,208,0.0,30.0,4.0,2.0,2.0,31932111
4593,qwUOLFHLLvPwcb95yOml,4,4.0,52.0,1.0,5.0,1.0,7349000
6119,eL4vT1YKMm5vlmcVWC1y,343,4.0,11.0,1.0,3.0,5.0,44731329
1040,VCo3HFgiyVv5UMdQt4p3,296,2.0,55.0,3.0,2.0,4.0,38531378
3490,XSg7MUuDXa7ZJKI4rkrO,247,3.0,100.0,5.0,5.0,5.0,6522465
664,3J3rAMDmdaycnd5PwWgz,52,0.0,70.0,3.0,3.0,4.0,19513050
2864,RCPPNzQVyDIptmB9cqkI,347,1.0,31.0,3.0,4.0,1.0,22620879
675,TPsV90U7OvmFne2E5Blv,52,5.0,82.0,0.0,1.0,0.0,19513050
2714,g9xJH8sOQQhzODQkgI6f,358,1.0,86.0,5.0,5.0,4.0,37121631
5159,yCywdtIE7TBJqxyv7f2z,392,1.0,50.0,4.0,3.0,3.0,14466898
2238,Yj6LQXMDANOdvfS2ttBt,63,0.0,0.0,1.0,1.0,1.0,33484580
1853,6VM1Ty0IL1RqSFyq8DBS,285,5.0,0.0,2.0,3.0,5.0,46582738
5562,WdquHFgaoiwJi43Ms429,327,1.0,50.0,2.0,5.0,5.0,50352127
1154,cuQhqYgprMUVViT96DQm,401,0.0,90.0,4.0,3.0,3.0,10578083
1436,EborwT4TWEmbhWWsul97,314,1.0,75.0,3.0,5.0,3.0,19478107
229,VMjLxkBWeElgl1eM31V5,224,1.0,70.0,5.0,3.0,3.0,38221399
608,3J3rAMDmdaycnd5PwWgz,29,4.0,20.0,2.0,2.0,4.0,18275565
568,fbgSQJyUL1Amb2c6oRiI,5,0.0,70.0,3.0,3.0,5.0,43419616
1248,VfKeOxeB1P2UekF2QUeT,322,5.0,0.0,1.0,2.0,1.0,40936796
3756,GFooD4GMY99VKX4TsybQ,3,5.0,16.0,1.0,4.0,4.0,9346841
1771,XFvy1ChD65gtfDauQ3eI,274,1.0,50.0,3.0,3.0,3.0,19470642
1422,Buwn3jCbHjCP3fdPfok4,280,5.0,47.0,3.0,3.0,3.0,44731438
2980,q0j378LGNXs0GiVN40jW,290,5.0,50.0,2.0,3.0,3.0,19514526
4586,NAQGK5Zg3Ew5N9jMNaLC,4,3.0,75.0,4.0,5.0,5.0,7349000
2419,9lsHIqEU05S9FuSeYfje,184,4.0,73.0,2.0,4.0,5.0,39233229
3600,vED1eKENkemCbW5c6DWQ,221,5.0,0.0,1.0,1.0,1.0,26499750
3362,mDEmNahiITv9vuVny55d,365,4.0,5.0,1.0,1.0,1.0,43419870
2262,8aeVM4TTAhmAI07Y3jDW,84,0.0,50.0,4.0,4.0,4.0,19378538
3077,RCPPNzQVyDIptmB9cqkI,337,2.0,33.0,3.0,4.0,4.0,45131072
4065,WdquHFgaoiwJi43Ms429,408,0.0,49.0,5.0,3.0,5.0,22623106
3790,YlNrCRSzm9ca8rTIN3og,43,3.0,76.5,3.0,3.0,3.0,13278849
4069,WdquHFgaoiwJi43Ms429,408,4.0,100.0,5.0,5.0,5.0,22623106
6293,lcEtQQJJEqyFBpL4gpdH,389,5.0,3.0,1.0,5.0,5.0,26493958
6345,wsOTwqJfwvbj9rmKVjdp,308,3.0,0.0,1.0,1.0,1.0,29995648
2659,uFvTqxK8QTtDdy17GvjJ,301,0.0,0.0,0.0,0.0,0.0,19373849
1829,6TSRxP0QmqGmjb2eQyns,45,5.0,15.0,1.0,3.0,3.0,250715
179,cleAq2ioAlfn0f46Mm1C,180,4.0,100.0,5.0,5.0,5.0,16685308
3502,YvpO5sRN0Gowv42miDNX,247,3.0,80.0,5.0,5.0,5.0,6522465
1710,6Oma5lQu71VLc6ATavJB,165,0.0,4.0,3.0,5.0,5.0,22672070
6153,pSB136eaDSQkVJhQzGnx,13,2.0,2.0,1.0,1.0,1.0,41287172
1335,5aL69R4cGufXOgFdiwDZ,234,2.0,90.0,5.0,5.0,5.0,43418757
1662,vkoNFkZQrx6if1zMUvcb,324,0.0,59.0,0.0,0.0,0.0,12533100
2983,vrmnjE3PzAjZCt0UTFqB,290,2.0,45.0,2.0,3.0,4.0,19514526
3071,Qyp9meIsI0DfREC0v7wV,337,2.0,92.0,4.0,5.0,4.0,45131072
2430,jnV89uMqb1Mj2A1msi8U,184,3.0,80.0,3.0,4.0,5.0,39233229
824,yU2XWyWQ2FRZGuuYJRL3,366,4.0,30.0,2.0,5.0,5.0,18925500
1227,VL0eu9iS1J787bjluUut,166,2.0,80.0,4.0,5.0,4.0,15539952
4648,NIdEjKpTFpn3E4bmalCr,429,5.0,59.0,3.0,3.0,2.0,8943743
1810,6TSRxP0QmqGmjb2eQyns,21,4.0,0.0,1.0,3.0,3.0,25330877
2093,7WARaAOYu0WDD6E0k3RW,51,5.0,1.0,1.0,1.0,1.0,5537554
2375,9cXBjGdLIeVfAxDPz15t,236,0.0,58.0,4.0,3.0,3.0,610818
3007,zEuJqB0HHRxXpH8ibFol,349,4.0,10.0,1.0,2.0,3.0,22407835
4246,Iiohi8pJ0qk5etpRSPmX,188,1.0,25.0,1.0,1.0,2.0,19281389
3266,xVDCVfcLkkJ9jWDiyz2P,238,2.0,60.0,3.0,5.0,5.0,28110468
6201,q7uPrVKnWSN3YGYhdGI4,6,2.0,80.0,5.0,4.0,4.0,32021853
2178,STuci5eqOjPxAphQPwHd,36,0.0,78.0,5.0,3.0,5.0,18911288
207,omOaBF3YuTmhjmmg5vEL,189,3.0,37.0,3.0,3.0,2.0,32898120
286,uFvTqxK8QTtDdy17GvjJ,297,4.0,4.0,0.0,0.0,0.0,51013271
6338,ejGyEzlaAyDROrLeN4My,308,2.0,49.0,4.0,3.0,3.0,29995648
2154,8aeVM4TTAhmAI07Y3jDW,35,0.0,83.0,5.0,4.0,4.0,46027524
1725,cleAq2ioAlfn0f46Mm1C,165,3.0,100.0,5.0,5.0,5.0,22672070
2026,fslyVjohF4u2pSiW3MhW,249,4.0,0.0,1.0,3.0,5.0,19979341
3982,Qyp9meIsI0DfREC0v7wV,263,5.0,37.0,2.0,1.0,2.0,51169897
5833,Zfu08dIuWInAu4nIUNDz,233,4.0,63.0,3.0,3.0,3.0,8475031
615,dPR5jrXz9wc8eW4j5orO,29,5.0,0.0,1.0,1.0,1.0,18275565
3484,fbWf4WnRVFLE1nI1EAo9,204,3.0,70.0,4.0,5.0,5.0,19344363
4867,QTiIqEmMuWtCu6ustxKd,237,0.0,0.0,0.0,0.0,0.0,29601958
2751,Zfu08dIuWInAu4nIUNDz,30,2.0,5.0,1.0,1.0,1.0,34427690
4626,OAiKCL5X9PHnTOL1n4oB,56,1.0,42.0,2.0,5.0,5.0,26215331
4132,t8Q58CA6780U32ZsMR0T,375,1.0,5.0,1.0,1.0,5.0,40093089
1926,Z6NroubrUkexF0pG9cSt,421,0.0,1.0,1.0,1.0,1.0,19516531
2351,soo7FGnITKEf0ZpQ3GD1,167,0.0,100.0,5.0,5.0,5.0,26086319
3584,Fq4gMagKjpN7nOzT8xUF,221,1.0,100.0,5.0,5.0,5.0,26499750
4735,RTGqHBjTkY28r0TF7XZj,78,2.0,53.0,3.0,5.0,5.0,5439583
6109,UoKGYb2XEeX2SBgcdojf,266,1.0,0.0,0.0,0.0,0.0,1736133
3564,zEuJqB0HHRxXpH8ibFol,356,5.0,2.0,1.0,1.0,1.0,31789741
243,YysosahQfADdXTvCfgoc,244,3.0,71.0,4.0,4.0,4.0,45750631
3446,lZ2DNxtEcmPEOpmirEUd,383,5.0,0.0,1.0,1.0,3.0,29740338
5190,yTQXTibyjIv1EG1BBAaZ,400,2.0,58.0,2.0,3.0,1.0,42954609
1852,6VM1Ty0IL1RqSFyq8DBS,285,4.0,99.0,5.0,5.0,5.0,46582738
2456,lA4bTekYoZv3RdexYbJJ,185,5.0,0.0,1.0,1.0,3.0,11950130
5672,soo7FGnITKEf0ZpQ3GD1,342,3.0,5.0,2.0,3.0,2.0,29726499
1115,rIEaQUVyFjLLQnbsVQyi,319,2.0,14.0,0.0,0.0,0.0,29599180
1992,Zfu08dIuWInAu4nIUNDz,20,0.0,85.0,5.0,5.0,5.0,4114401
2152,RTGqHBjTkY28r0TF7XZj,16,4.0,67.0,3.0,4.0,5.0,3449533
4619,NAQGK5Zg3Ew5N9jMNaLC,56,0.0,66.0,3.0,5.0,5.0,26215331
4955,cuQhqYgprMUVViT96DQm,269,5.0,1.0,2.0,3.0,3.0,44730585
2608,YysosahQfADdXTvCfgoc,197,3.0,67.0,5.0,5.0,5.0,28761103
5700,woP8xAoil46mHlH9HOLs,174,1.0,50.0,2.0,3.0,4.0,42757537
1424,unLy4bVh7N8PYlTn4NHc,280,1.0,75.0,4.0,5.0,4.0,44731438
2052,9lsHIqEU05S9FuSeYfje,379,0.0,52.0,3.0,5.0,5.0,3989480
1091,mDEmNahiITv9vuVny55d,250,5.0,2.0,0.0,0.0,0.0,47695186
2088,7WARaAOYu0WDD6E0k3RW,51,0.0,84.0,4.0,4.0,4.0,5537554
2285,hsLqYRkRStC0SqhXPl5d,94,5.0,3.0,1.0,3.0,5.0,23857914
5910,fslyVjohF4u2pSiW3MhW,275,3.0,40.0,1.0,3.0,3.0,47670253
4562,omOaBF3YuTmhjmmg5vEL,371,3.0,21.0,1.0,1.0,1.0,38892640
6322,qXpZApZsDZvs6V1beoaB,432,4.0,37.0,2.0,5.0,5.0,50996805
1199,8aeVM4TTAhmAI07Y3jDW,57,4.0,71.0,4.0,4.0,3.0,5592621
3834,wC1jyRbcrzooZv86gNG1,77,5.0,3.0,1.0,2.0,3.0,44732266
2278,8aeVM4TTAhmAI07Y3jDW,94,4.0,90.0,4.0,4.0,4.0,23857914
4289,VEIASWam8JwJZCTh9Fpm,442,5.0,9.0,1.0,2.0,2.0,25479125
5372,d6jWXAjuKLkRL7J6ApKn,328,3.0,0.0,3.0,3.0,3.0,47473551
5001,cuQhqYgprMUVViT96DQm,367,5.0,0.0,1.0,5.0,5.0,39939068
5889,YvpO5sRN0Gowv42miDNX,376,0.0,10.0,2.0,5.0,5.0,45006420
5204,Zquktfz2TbNHikrJpUAd,19,4.0,2.0,0.0,0.0,0.0,37398873
5964,g9xJH8sOQQhzODQkgI6f,370,3.0,5.0,1.0,2.0,3.0,34415375
234,soo7FGnITKEf0ZpQ3GD1,224,5.0,0.0,1.0,3.0,4.0,38221399
2696,unLy4bVh7N8PYlTn4NHc,321,1.0,40.0,3.0,4.0,4.0,39233009
3763,nd8wtwq4wq3dKhekKNG4,3,0.0,80.0,4.0,3.0,3.0,9346841
4297,JN2WnugRuU3JVMlJCoFk,388,5.0,0.0,2.0,3.0,0.0,48384507
5375,vED1eKENkemCbW5c6DWQ,328,0.0,20.0,1.0,1.0,1.0,47473551
3916,OVjmOs5xeX0M8mnIdieC,223,3.0,50.0,2.0,4.0,4.0,12283737
2939,E0yVLdMEnSemeJrQJi3r,273,4.0,5.0,2.0,3.0,2.0,3501100
5764,eZFzXOAO0rISvqH4zZzA,12,1.0,16.0,2.0,1.0,1.0,29852644
3129,z9g4k002jw6NYLQEydmy,288,2.0,70.0,4.0,4.0,5.0,19516564
4652,SqCuzmWiDzIcnutktu2D,429,3.0,4.0,3.0,2.0,3.0,8943743
6149,fCVk8MAnGWNW6hkV00qY,13,4.0,45.0,3.0,3.0,3.0,41287172
2887,Dc3IPugkT5xFRKe1zL8P,28,0.0,52.0,3.0,2.0,3.0,45147820
5415,WdquHFgaoiwJi43Ms429,164,4.0,100.0,5.0,5.0,5.0,18421814
743,PAdexIEu1dK4KU73pzhM,87,1.0,16.0,2.0,2.0,2.0,36645778
6308,msBYvf40mN7K182gulh3,173,2.0,100.0,4.0,5.0,5.0,14643175
4397,KptsCpo0xHaCjbdVcjut,298,4.0,3.0,4.0,5.0,5.0,26411832
2998,VMjLxkBWeElgl1eM31V5,349,1.0,0.0,0.0,0.0,0.0,22407835
4209,QTiIqEmMuWtCu6ustxKd,412,0.0,84.0,4.0,3.0,3.0,46795331
1940,TPsV90U7OvmFne2E5Blv,80,2.0,88.0,5.0,4.0,5.0,19488868
2669,BeAO9W4lwF08EAy9rMZz,318,4.0,50.0,1.0,5.0,3.0,23990514
5950,aSYgVGUp3jpTQ7g2sOJk,62,1.0,70.0,3.0,4.0,5.0,257278
5299,XFvy1ChD65gtfDauQ3eI,437,3.0,100.0,5.0,5.0,5.0,19376329
46,3J3rAMDmdaycnd5PwWgz,32,4.0,65.0,3.0,3.0,3.0,21098918
5636,jvZX454cqEqzgMxuTPVr,178,3.0,100.0,5.0,5.0,5.0,47662498
3554,FdVsWZg1xCb2HDx4CSxA,356,1.0,4.0,0.0,0.0,0.0,31789741
5500,VL0eu9iS1J787bjluUut,404,5.0,40.0,1.0,4.0,4.0,19662092
436,2qQfiU7dvjbxnhH3uk5V,241,4.0,92.0,5.0,4.0,5.0,43997015
4038,yCywdtIE7TBJqxyv7f2z,373,3.0,30.0,4.0,3.0,3.0,17437438
2066,jnV89uMqb1Mj2A1msi8U,379,2.0,80.0,1.0,1.0,4.0,3989480
2948,xVDCVfcLkkJ9jWDiyz2P,273,1.0,18.0,2.0,5.0,4.0,3501100
3201,VHOq72nCE0glOazhgD74,192,2.0,4.0,1.0,1.0,5.0,36404888
5823,mB2V9fWWVxtImO85m0Y9,201,0.0,17.0,3.0,3.0,2.0,7956749
4991,R9s1kZ3Ad0wkXysyKWIu,367,1.0,20.0,1.0,1.0,1.0,39939068
953,4RfTlJA8eHn1KjxgYmC0,264,4.0,0.0,1.0,4.0,4.0,38845801
2120,d6jWXAjuKLkRL7J6ApKn,340,2.0,35.0,2.0,2.0,2.0,22075763
3003,cleAq2ioAlfn0f46Mm1C,349,5.0,3.0,1.0,1.0,5.0,22407835
2260,kT24MIhszBzntO4n7mJt,81,4.0,4.0,1.0,1.0,1.0,29855046
3603,Fq4gMagKjpN7nOzT8xUF,281,2.0,0.0,2.0,1.0,1.0,31741225
5154,XFvy1ChD65gtfDauQ3eI,392,2.0,60.0,3.0,4.0,5.0,14466898
